Well ID,X_54012,Y_54012,STD
00100410001,653507.2026960436,5601419.538637903,0.2598536267462121
00103010001,646140.3192976579,5610458.517343586,0.7482858280837006
00103510001,603244.3781801998,5537610.3775717,1.033209739189116
00104110001,611901.4561768,5542728.060352238,1.5087484636000277
00104710001,649604.298404283,5586450.259089967,0.9181212329411502
00105110001,626703.8260570598,5551093.244875368,0.525243626018569
00105910001,637399.5647839564,5540912.357504669,0.8481853251380956
00105910002,634244.2743921233,5543793.5914939055,0.39926582465366384
00106310001,628910.3444619471,5574074.229852389,0.2712744830851262
00107010001,609391.0531632534,5533086.856693589,1.744173638253522
00108210001,651756.5608535702,5578223.455731449,1.426995061390631
00108610002,623788.6907698215,5577749.246831118,1.8222900215709228
00109010001,624186.6748620762,5565684.761209956,1.0734497861286805
00109910003,624630.7742303638,5569832.2658780515,0.7866208578202369
00112710001,632817.7095850038,5551778.320109345,0.32765654853072645
00113010001,635637.4456228811,5576764.083189739,0.6114350593586918
00117110001,621174.20488602,5557443.012280403,1.4408021959610524
00121710001,636823.5659943579,5587140.946564585,0.7073525183383156
00122510001,655838.4871846335,5581700.207201424,1.022611104204716
00124810001,628339.5508300944,5579384.07240876,1.2078296903581998
00126010001,618392.2318596422,5543954.232889776,1.0969961245965063
00126910001,648645.8029555934,5597220.180817135,0.6074946640149719
00127210001,631020.6977721108,5561129.059358473,2.2522720461155274
00127210003,636118.5195063557,5564012.857554327,0.2907914592079196
00129210001,628123.0358815341,5569470.607504458,0.959674676522578
00129310001,661437.4003734532,5576021.877266667,0.3267607880294322
00130110001,621630.035461822,5581433.088943394,0.5057631737743326
00131010001,624255.7185599161,5541765.512956029,0.6237471681945655
00131410001,640144.6621412383,5576017.980556244,0.668243833480291
00200410001,664813.8483790326,5594846.707094077,1.1759604409237066
00201110001,668689.3302362257,5590355.115691626,1.4884898358845242
00201710001,696018.3985665017,5593610.639494659,0.35771671680152695
00202110001,680271.3125607418,5607225.228675575,0.4265281805514781
00203210001,674650.8784574226,5599713.973438605,0.6017575889452849
00205210001,675607.609550571,5590687.849058751,0.24858733747857595
00205910001,682126.0850610685,5601004.785811104,0.30960455314149865
00206110001,688106.6873185073,5620141.443527266,1.588364924571075
00206210001,689396.3677857653,5612287.481888906,1.1089791455651008
00207010001,687112.0026304434,5586712.36029916,0.36421997416348595
00208210001,702133.4199388403,5576341.455804501,0.6121650521278378
00209110001,693401.6265819496,5580767.421807065,1.0739505688269315
00209310001,698485.0464546795,5583382.66882606,0.7303380275615875
00211810001,681052.3841739412,5583109.9178395895,0.20103816036479516
00212210001,683214.1497414723,5612517.223281565,0.24089001561251303
00212610001,679075.434112692,5590385.136604596,0.16220237422088446
00212810001,660012.1706397015,5581508.111441763,1.3259134099979695
00214810001,683873.5063574028,5576559.962634087,0.16197895374345087
00214810002,675038.9638782686,5583079.159968627,0.27419233384185443
00215810001,691518.1098413637,5589763.324602033,0.3753166838303351
00301810001,695638.0391425156,5604400.2581921695,0.425524255721214
00303010001,705485.1683846916,5611000.38704695,0.40749054429781156
00303210001,710528.9948518781,5609535.564226629,1.5532606149305135
00304910001,722680.2254610105,5599700.183644276,1.077896146097128
00307310001,691736.5725976592,5618526.669754073,0.4328238506015535
00307710001,707131.896366636,5595515.378185841,0.37574594550607104
00308310001,692972.7924390811,5608402.494345796,0.42822761539923815
00310010001,702707.4400911892,5616046.451628134,0.5240916864360058
00310610001,708719.4037188145,5601243.630542305,0.3166949952031238
00310810001,708521.5569528757,5619421.622766311,2.2516354141251966
00313110001,717394.5272115071,5604549.329974741,1.2751229211651602
00313510001,702455.8190233718,5603737.871964776,0.23930050539942688
00314310001,701065.3595588881,5622458.09246887,1.5482945152641665
00314910001,718394.886975972,5601061.696382804,0.8295630481874202
00315810001,713573.6203859941,5592390.721674641,0.3880375920832376
00316410001,700948.4808871987,5589656.624634274,0.789271662431761
00401210001,606171.7374034827,5527099.772058985,0.5349388382444357
00401610001,633018.53729946,5488252.036399696,2.0769344807692836
00401910001,646975.0490799993,5507240.799373893,0.19165183695239918
00402910001,648153.1533400428,5522583.055911712,0.34341402797771003
00403410001,619438.4799526813,5503327.116778198,1.4730339569214312
00404110001,638628.5867168253,5533050.169086214,0.5423896500493396
00407810001,623702.1730560494,5493726.12742941,1.848228043247721
00408910001,638771.3678390649,5509670.525625464,0.6176862429662969
00408910002,632732.679678786,5501255.143901894,1.224856937419223
00414310002,621709.9484470696,5530893.259439774,0.3591752847998697
00414410001,638097.2611168472,5494663.321785198,0.5622020511806598
00417910001,634787.7471167337,5531519.36258161,0.7605397255412067
00421510001,632350.550162735,5518011.00266196,0.2635873139772365
00421710001,625181.449229783,5522663.903673104,1.4046409581067172
00422510001,622912.3002802961,5504368.391036982,1.9455195443768438
00425010001,626248.3851601059,5509915.982031539,0.8778191428012362
00500310001,673685.6406700364,5539215.455457725,0.6798553644271117
00500510001,678742.5565390029,5544161.969741941,0.9346319068503627
00600310001,709561.2496852333,5544903.679175644,0.45203978438708586
00600310002,704454.2404066834,5543849.914500182,1.2014061689035413
00600310003,707604.239115833,5548897.025585847,1.0775619889276378
00600310004,709336.6761401724,5548803.565920261,1.4112194877348214
00601210001,719110.8952792517,5531060.0096785845,2.1760218838714644
00602110001,722387.13520489,5539367.13307333,4.484293116268576
00604710001,708116.5236641442,5538841.746859396,0.8698424974379382
00605210001,706592.0397531986,5529137.131225642,0.3735098940498774
00605310001,732316.5091277822,5553455.287792933,0.9333322831276405
00607310001,702588.8010136583,5570072.887778547,0.6997842778763999
00607510001,716076.2339189742,5538660.4919676585,2.3041235786563914
00608710001,730051.9277353775,5558807.400599333,0.6320242858046947
00609110001,694497.710528619,5542276.214186355,0.45087052502235414
00610510001,716809.243044349,5550456.368901924,0.7107389512840528
00610910001,689525.6935211761,5573412.5888923155,0.2641351736278459
00611410001,725320.9822886025,5531166.047895679,1.6554964529928637
00613210001,736514.8031710557,5552292.226520921,2.928507764537493
00615110001,726445.7947682403,5554475.6186946845,0.6647391822075288
00617410002,730921.609648771,5545556.011476944,0.5470490139168129
00617810001,707840.4120366605,5566075.985300395,0.39300210135458613
09600410001,663466.9017669702,5616127.721192195,0.9889215413197842
09601610001,666470.8276514322,5598961.601567216,0.567477835272576
09602010001,671815.0247909487,5614016.178598251,0.25722150811848493
09603110001,671694.430558244,5607607.03275234,0.6289212361761726
09603510001,657671.0746031381,5611705.478013456,0.18805763487114713
BO-F02-00,933402.9683915151,5514624.135017568,1.536350645946511
BO-F11-00,958344.4564876604,5512087.640808805,1.137429033756698
BO-F12-00,951669.4418931177,5503956.173133415,1.43549263599384
BO-F18-00,978197.3864023426,5491815.970091353,2.3868739989175447
BO20-01,933463.1346534002,5504055.65664952,24.43450129147166
BO27-00,934716.776423233,5507638.907650932,20.051999309838788
BO30-00,934612.5689193533,5504249.6573046,22.140727680267208
BO30-01,934633.0340475872,5504353.821495109,24.181639939094815
BO50-00,941475.8906241358,5501127.443913303,15.181973771957612
BO50-02,941366.6007477102,5501130.385932734,17.029463594026108
BO56-01,947811.3458616873,5498166.593351617,15.895032778091227
BO69-00,970599.2657587104,5489345.539024002,10.278633857318923
BO70-01,963156.7667742694,5490231.910002573,19.851030301302085
BO72-00,974563.0417024547,5487717.117377146,8.077920230890754
FC20-00,996095.0508738837,5472976.4843432335,5.222848532222317
FC90-00,1013250.2479669666,5464624.000517476,7.50060865345914
MO-F01-00,909179.8328156281,5519891.599421261,1.3010087404269346
MO-F02-00,900952.339762605,5521371.856477521,0.6775309147253537
MO-F08-00,919310.5091676955,5533547.088329176,0.4027524429584734
MO-F20-00,903390.2201865964,5548466.964817014,2.3386756065340264
PC-F01-00,784727.1891595458,5562658.330018134,1.3565670725314984
PC-F03-00,803886.8140374009,5560903.633201934,1.6934638364973078
PC27-02,816217.6708057565,5547951.8134537125,5.305334373672305
PC56-10,804055.5992776089,5564088.069273645,2.633827602173356
PO0120500RZ001,734191.1341663402,5624220.425511629,2.572112300521149
PO0120790RZ001,733551.188581412,5623852.476510844,3.3317195156122144
PO012118NUP001,721231.5022902305,5622380.748250314,1.916971214169123
PO012119NUP001,743349.3504674371,5623785.765285707,3.7791012881212387
PO0121300RZ001,736994.7235283178,5618883.659234338,3.0085880118443304
PO012136NUZ001,731514.2749115708,5633289.759196797,2.075331554640919
PO015041NR0075,730483.534861531,5612036.880599287,1.6985475204146248
PO015060NU0070,769680.5690572148,5611373.149196107,1.9453152570407095
PO015062NR0071,717686.4957508306,5613713.630819912,0.7000718744504116
PO015113NUP001,728447.5621127235,5609611.80514899,1.639428045673213
PO015140NR0109,766796.7191606266,5593108.250270753,0.5096129250061601
PO015146NU1120,754247.7925610058,5604323.6263698,0.946015941750936
PO015146NU1313,760551.7441451814,5608133.7762299795,1.4152593763695813
PO015146NU1353,760764.0604249102,5604180.4540825365,0.4282411115286468
PO015146NU1378,756115.1070434112,5602027.19190914,0.7164009931853362
PO015146NU1379,759862.5718695469,5599987.667579294,0.39196750642743144
PO015146NU1435,750404.8351783325,5602187.90921967,1.8929877216914992
PO015146NU1489,745820.1953947903,5603269.422472902,1.1811780736214208
PO015146NU1496,746165.6863760368,5608060.6600951245,0.9418638273233801
PO015146NU1534,750329.360802753,5610306.992583488,4.290144594379414
PO015146NU1536,752304.8033760419,5606964.5088936975,0.9527985993895207
PO015194NU0017,731994.5143130305,5615727.226225689,1.4649585693029508
PO0152020U0025,770280.3921468641,5589961.453521355,0.3637625639889716
PO0152020U0026,770280.5310158837,5589961.346512346,0.43521800826104967
PO015211NUP001,743647.0941057312,5608548.085850484,0.8031733848660909
PO015219NU0009,778872.1098735085,5617408.096795202,1.00605700888578
PO015247NR0185,746117.6096842857,5597635.500964732,0.19212485532919213
PO0152490U0002,720799.7944046773,5616491.400221855,1.7795240622818782
PO0160240R0296,794168.9441753232,5626980.022119584,2.116086840176646
PO0160280R0003,805805.0380665098,5622357.540867937,1.2200675389233748
PO0160750U0003,789971.5010490606,5618131.702176857,2.510845319428515
PO0160760R1284,808702.2820398082,5611888.75306491,0.5883622494898425
PO0160980R0009,783120.097737767,5623830.9535488235,2.1877002007099646
PO0161150U0002,797618.8011934048,5629254.8466475615,1.7418333279452225
PO016117NU0001,798977.4405974334,5623249.208466346,2.164876388095303
PO0161530R0004,786025.4272141316,5621422.199370908,1.6380450871930128
PO0162130R0002,782632.3381899615,5628490.992765905,2.5146980683956093
PO0170140RC626,858142.6703799848,5606199.907122137,4.083396718543275
PO0170290UB135,835643.2407597819,5610807.940827058,1.7392210845723095
PO017029NR0003,844337.9190311267,5609198.390256622,0.9666883301683213
PO017029NU0001,837635.1683473932,5613024.9278540155,3.608548978727344
PO0170340RC481,848987.8690242333,5597851.473918919,1.476895502265615
PO0170400RC511,828314.2445293764,5615402.298308961,1.5148586798670456
PO0170710RC478,850186.4188254578,5579048.990993886,0.46997507237254094
PO0170750RC536,837437.9560092599,5629895.745285903,0.19309503046291404
PO0170880RC541,841297.2946522807,5592942.532627356,0.43308773826453206
PO0170920RC540,859208.7501220744,5602193.750789109,3.5189113384572925
PO0171430RC548,830542.645857721,5642850.141703136,0.8300149015783421
PO0171760RC555,847797.562023582,5667431.3875322705,1.0769580329674622
PO018003NR0009,717445.7780720869,5586065.266301582,0.6236946679862598
PO018032NR0001,750818.5040153394,5560844.529056691,1.27889168927356
PO018043NUP001,760214.5680885041,5582998.735018107,0.17378634847206562
PO018047NR0001,741872.6115000016,5559322.963509457,1.4587565450520938
PO018068NRP001,733384.9487365736,5583058.247131827,0.8614753488245048
PO018072NUP001,754078.6440829836,5582644.0649252795,0.3769435135791285
PO0181100U0111,752757.9530429427,5578533.300876113,0.7475550676939946
PO018162NUP001,754835.2585351281,5571712.761616077,0.48372824970882883
PO018173NUP001,748851.5556706798,5584697.056365581,0.46414752364643436
PO018176NUP001,759641.2115875487,5587153.487220959,0.41660878145422
PO019027NRA001,818808.5887252291,5586639.444031601,0.6600400640392297
PO019033NRA001,831884.1701784099,5577692.350135643,0.24863444455696557
PO019035NRA001,795709.0092921891,5593672.486446448,0.2741697276471084
PO019036NUA001,828386.559042936,5570096.341373625,0.8257080936189793
PO019040NRA001,844075.6911548966,5566454.963323257,0.46960237838802427
PO019047NRA001,812833.1867820736,5592341.895715964,0.2409076294318076
PO019051NRA001,813391.5818157541,5576178.579083775,0.15529342812139982
PO019065NRA001,819026.6442335895,5581695.556809161,0.27064155404370893
PO019070NRA001,845852.232234977,5574267.031962027,0.7637749305494652
PO019071NRA001,857755.2190489909,5569879.875679507,0.6713682896660794
PO019077NRA001,824769.4915887265,5579493.083882558,0.3059200950931232
PO019084NRA002,782462.1676781062,5603905.633895053,1.0577966582090417
PO019091NRA001,849554.1330317137,5562729.740183196,0.41424268344687265
PO019103NRA001,829472.1133212383,5561631.096828193,0.9181956993695408
PO019110NRA001,808728.4817627751,5590296.250966187,0.2627572275926767
PO020004NR0001,897864.8546271822,5574932.465079031,0.2804405701664172
PO0200150R0002,858403.5950170011,5587823.934587988,0.5860949613606177
PO0200170R0001,861452.1854954123,5598146.32110111,1.7930298847311852
PO020017NU0005,864295.3971811746,5597618.616066072,1.8525336540738104
PO020018NU0004,872199.4035377237,5591383.262584726,1.2151689243183643
PO020023NUP001,936543.8748158786,5553635.129673916,0.7774968616419068
PO0200240R0001,871179.646758975,5577384.830126299,0.4501341977237469
PO0200290R0002,917936.1599094853,5555836.512227119,0.5702086245032388
PO020030NU0004,888881.4100455968,5571644.6224844875,0.12924282796162656
PO020032NR0001,863247.4762760662,5574154.834036961,0.6791778896628802
PO020034NU0002,866608.648598914,5592518.623785626,1.6108362148389872
PO0200370R0002,882610.6645089601,5559424.362182526,0.7377194171138886
PO0200400R0001,913744.0281838869,5558920.429044381,0.4254186268254407
PO0200510R0002,878724.8907112462,5575452.009212426,1.0509559750714879
PO020061NR0001,928014.0495731857,5558358.239463549,0.8155381050129925
PO020061NUP001,931324.0126303252,5556762.270948617,1.0016834497145601
PO020063NU0002,868838.897580228,5593675.41218363,1.3130280372250231
PO0200650R0002,884362.8952821955,5556193.397850131,1.0528052679203332
PO0200700R0002,875689.4791503219,5589236.476236541,0.46374777119077254
PO098024NR0087,786740.0360160915,5589385.333107724,0.3688911353106857
PO098025NR0110,785587.0497737438,5592577.486369851,0.6047812303126326
PO098026NR0074,797791.2739723391,5571351.06122858,0.41920981860028333
PO098049NR0141,795001.538721323,5566307.689740609,0.7655964028864529
PO098052NR0037,788989.2191324839,5579303.2841442255,0.3523035794245145
PO108033NU0243,761259.3284160787,5615739.281706858,2.1449761178922424
PO1080520U0016,769597.7351401645,5615512.24224229,1.6248425564753435
PO1080520U0018,769597.5836221515,5615512.2485694215,1.9608916668271748
PR-F07-00,845842.2443376383,5547151.609656361,1.7994692139445045
RA-F01-00,982426.062602309,5510815.796645306,1.7930666322985456
RA-F22-00,1002739.824803595,5479290.893844878,2.4994702382079526
RA-F23-01,1013985.003043797,5473864.17035385,3.7196058004228387
RE79-01,865397.7161388473,5518783.701545468,7.6648189585213675
